Course Name,Tee Name,Slope Rating,Course Rating,Par
PRETORIA COUNTRY CLUB,Red,127,67.3,72
PRETORIA COUNTRY CLUB,White,136,73.8,72
PRETORIA GOLF CLUB,Blue,122,71,72
PRETORIA GOLF CLUB,Red,116,68.1,72
PRETORIA GOLF CLUB,White,123,72.5,72
PRIESKA GOLF CLUB,Back,128,69.7,72
PRIESKA GOLF CLUB,Front,117,65.6,72
PRINCE'S GRANT COUNTRY CLUB,Blue,134,70,72
PRINCE'S GRANT COUNTRY CLUB,Red,123,67.4,72
PRINCE'S GRANT COUNTRY CLUB,White,140,71.9,72
PRINCE'S GRANT COUNTRY CLUB,Yellow,141,74.1,72
PRINS ALBERT GOLF CLUB,White,112,71.7,72
QUEENSTOWN GOLF CLUB,Blue,111,66.8,72
QUEENSTOWN GOLF CLUB,Red,105,64.2,72
QUEENSTOWN GOLF CLUB,Yellow,121,71.5,72
RANDPARK - BUSHWILLOW,Gold,123,70.4,72
RANDPARK - BUSHWILLOW,Red,116,67.9,72
RANDPARK - BUSHWILLOW,White,126,72.4,72
RANDPARK - BUSHWILLOW,Yellow,128,73.4,72
RANDPARK - FIRETHORN,Blue,119,66,72
RANDPARK - FIRETHORN,Gold,128,70.6,72
RANDPARK - FIRETHORN,Red,124,68,72
RANDPARK - FIRETHORN,White,137,72.7,72
RANDPARK - FIRETHORN,Yellow,141,74.4,72
READING COUNTRY CLUB,Blue,130,70.1,71
READING COUNTRY CLUB,Red,122,66.6,71
READING COUNTRY CLUB,White,132,72.4,71
READING COUNTRY CLUB,Yellow,136,74.2,71
REITZ GOLF CLUB,Back,123,71,72
REITZ GOLF CLUB,Front,112,66.7,72
REIVILO GOLF CLUB,Back,106,69.4,72
REIVILO GOLF CLUB,Front,98,65.8,72
RICHARDS BAY COUNTRY CLUB,Blue,126,67.6,71
RICHARDS BAY COUNTRY CLUB,Red,117,64.4,71
RICHARDS BAY COUNTRY CLUB,Yellow,131,71,71
RICHMOND GOLF CLUB (KAROO),Back,119,70.5,72
RICHMOND NATAL COUNTRY CLUB,Blue,126,68.9,72
RICHMOND NATAL COUNTRY CLUB,Pink,119,66.4,72
RICHMOND NATAL COUNTRY CLUB,White,129,70.5,72
RIVERSDALE GOLF CLUB,Red,113,66.3,72
RIVERSDALE GOLF CLUB,White,122,70.6,72
RIVERSIDE GOLF CLUB,White,121,72.6,72
RIVERSIDE GOLF CLUB KZN,Red,114,65,72
RIVERSIDE GOLF CLUB KZN,White,123,69.3,72
RIVERSIDE GOLF CLUB KZN,Yellow,128,71.2,72
RIVIERA ON VAAL COUNTRY CLUB,Blue,122,69.5,72
RIVIERA ON VAAL COUNTRY CLUB,Red,118,67.2,72
RIVIERA ON VAAL COUNTRY CLUB,White,128,73.5,72
RIVIERSONDEREND GOLF CLUB,Red,111,65.5,72
RIVIERSONDEREND GOLF CLUB,White,120,70.1,72
ROBERTSON GOLF CLUB,Blue,115,68.7,72
ROBERTSON GOLF CLUB,Red,112,67,72
ROBERTSON GOLF CLUB,White,120,70.7,72
ROBERTSON GOLF CLUB,Yellow,124,72.2,72
RONDEBOSCH GOLF CLUB,Red,119,67.5,72
RONDEBOSCH GOLF CLUB,White,124,69.8,72
RONDEBOSCH GOLF CLUB,Yellow,128,72,72
ROYAL CAPE GOLF CLUB,Red,117,67.9,72
ROYAL CAPE GOLF CLUB,White,127,70.5,72
ROYAL CAPE GOLF CLUB,Yellow,127,72.3,72
ROYAL DURBAN GOLF CLUB,Blue,116,68.7,72
ROYAL DURBAN GOLF CLUB,Red,111,67,72
ROYAL DURBAN GOLF CLUB,White,119,71.6,72
ROYAL DURBAN GOLF CLUB,Yellow,124,72.7,72
ROYAL JHB & KEN EAST COURSE,Championship,142,76.3,72
ROYAL JHB & KEN EAST COURSE,Classic,119,68.1,72
ROYAL JHB & KEN EAST COURSE,Club,135,73.6,72
ROYAL JHB & KEN EAST COURSE,Executive,128,71.3,72
ROYAL JHB & KEN WEST COURSE,Blue,137,73.6,72
ROYAL JHB & KEN WEST COURSE,Red,119,66,72
ROYAL JHB & KEN WEST COURSE,White,124,70.2,72
ROYAL JHB & KEN WEST COURSE,Yellow,132,72,72
ROYAL OAK GOLF CLUB,Blue,121,68.7,72
ROYAL OAK GOLF CLUB,Red,116,66.5,72
ROYAL OAK GOLF CLUB,White,126,71.7,72
ROYAL OAK GOLF CLUB,Yellow,130,73.6,72
ROYAL PORT ALFRED,Blue,111,68.2,72
ROYAL PORT ALFRED,Red,111,67,72
ROYAL PORT ALFRED,White,121,70.8,72
RUIMSIG COUNTRY CLUB,Blue,133,70.3,72
RUIMSIG COUNTRY CLUB,Red,121,67.7,72
RUIMSIG COUNTRY CLUB,White,135,72.8,72
RUIMSIG COUNTRY CLUB,Yellow,138,74.5,72
RUSTENBURG GOLF CLUB,Blue,128,71.1,72
RUSTENBURG GOLF CLUB,Red,121,67.3,72
RUSTENBURG GOLF CLUB,Yellow,135,73.3,72
SABI RIVER SUN GOLF CLUB,Blue,115,66.5,71
SABI RIVER SUN GOLF CLUB,Red,111,64,71
SABI RIVER SUN GOLF CLUB,White,124,69.3,71
SABIE COUNTRY CLUB,White,115,64.2,68
SABIE COUNTRY CLUB,Yellow,124,68.5,68
SAKABULA GOLF CLUB,Blue,118,68.1,73
SAKABULA GOLF CLUB,Red,111,65.1,73
SAKABULA GOLF CLUB,White,128,71.5,73
SAN LAMEER COUNTRY CLUB,Blue,138,69.1,72
SAN LAMEER COUNTRY CLUB,Red,128,65.8,72
SAN LAMEER COUNTRY CLUB,White,143,72,72
SAN LAMEER COUNTRY CLUB,Yellow,147,73.4,72
SAND RIVER GOLF CLUB,Red,115,66.9,72
SAND RIVER GOLF CLUB,White,126,72.4,72
SANDONIA GOLF CLUB,Men,111,66.6,69
SANDY LANE GOLF CLUB,Back,130,69.7,70
SANDY LANE GOLF CLUB,Front,119,65.7,70
SANNIESHOF GOLF CLUB,Red,102,64.6,72
SANNIESHOF GOLF CLUB,White,116,70.4,72
SAPS MECH GOLF CLUB,Red,96,58.5,60
SAPS MECH GOLF CLUB,White,102,60.2,60
SARDINIA BAY GOLF CLUB,Blue,89,62.1,64
SARDINIA BAY GOLF CLUB,Yellow,97,63.5,64
SCHOEMAN PARK GOLF CLUB,Blue,125,71.3,72
SCHOEMAN PARK GOLF CLUB,Red,122,67.6,72
SCHOEMAN PARK GOLF CLUB,White,128,72.9,72
SCHWEIZER-RENEKE GOLF CLUB,Back,122,70.8,72
SCHWEIZER-RENEKE GOLF CLUB,Front,111,66.3,72
SCOTTBURGH GOLF CLUB,Red,111,66.2,69
SCOTTBURGH GOLF CLUB,White,115,68.3,69
SELBORNE GOLF ESTATE,Blue,127,67.2,72
SELBORNE GOLF ESTATE,Red,111,65.6,72
SELBORNE GOLF ESTATE,White,135,69.7,72
SELBORNE GOLF ESTATE,Yellow,137,71.6,72
SENEKAL GOLF CLUB,Back,116,70.7,72
SENEKAL GOLF CLUB,Front,106,65.6,72
SERENGETI GOLF ESTATE - THE SIGNA,TBlue,128,69.9,72
SERENGETI GOLF ESTATE - THE SIGNA,TRed,116,65.7,72
SERENGETI GOLF ESTATE - THE SIGNA,TWhite,139,72.1,72
SERENGETI GOLF ESTATE - THE SIGNA,TYellow,151,76.9,72
SERVICES GOLF CLUB,Blue,126,70.5,72
SERVICES GOLF CLUB,Red,119,67.4,72
SERVICES GOLF CLUB,White,129,71.5,72
SERVICES GOLF CLUB,Yellow,132,73,72
Sesambos Golf Club,Blue,123,70,72
Sesambos Golf Club,Red,116,67.3,72
Sesambos Golf Club,White,127,72.5,72
Sesambos Golf Club,Yellow,131,74.3,72
SHELLEY POINT GOLF CLUB,Blue,116,66.9,72
SHELLEY POINT GOLF CLUB,Yellow,121,70,72
SILVER LAKES,Blue,128,70.5,72
SILVER LAKES,Red,124,67.6,72
SILVER LAKES,White,134,72.8,72
SILVER LAKES,Yellow,138,74.4,72
SIMBITHI GOLF COURSE,Blue,102,59.7,60
SIMBITHI GOLF COURSE,Red,97,58.7,60
SIMBITHI GOLF COURSE,White,104,60.7,60
SIMBITHI GOLF COURSE,Yellow,106,61.5,60
SIMOLA ESTATE & COUNTRY CLUB,Blue,125,69.2,72
SIMOLA ESTATE & COUNTRY CLUB,Red,114,65.4,72
SIMOLA ESTATE & COUNTRY CLUB,White,136,71.7,72
SIMOLA ESTATE & COUNTRY CLUB,Yellow,136,73.7,72
SIMONSTOWN GOLF CLUB,Red,116,62.7,66
SIMONSTOWN GOLF CLUB,White,118,63.8,66
SISHEN GOLF & COUNTRY CLUB,Blue,131,70.2,72
SISHEN GOLF & COUNTRY CLUB,Red,126,68.2,72
SISHEN GOLF & COUNTRY CLUB,White,142,73.3,72
SISHEN GOLF & COUNTRY CLUB,Yellow,143,74.8,72
SMITHFIELD GOLF CLUB,Back,122,71.5,72
SMITHFIELD GOLF CLUB,Front,112,66.3,72
SOMERSET EAST GOLF CLUB,Red,113,65.9,72
SOMERSET EAST GOLF CLUB,White,120,69.7,72
SOMERSET WEST GOLF CLUB,Blue,123,68.3,72
SOMERSET WEST GOLF CLUB,Red,111,66,72
SOMERSET WEST GOLF CLUB,White,128,70.6,72
SOUTHBROOM GOLF CLUB,Blue,121,67.9,72
SOUTHBROOM GOLF CLUB,Red,116,66,72
SOUTHBROOM GOLF CLUB,White,126,69.8,72
SOUTHDOWNS COUNTRY CLUB,Blue,127,68.5,72
SOUTHDOWNS COUNTRY CLUB,Red,122,67,72
SOUTHDOWNS COUNTRY CLUB,White,131,70.9,72
SOUTHDOWNS COUNTRY CLUB,Yellow,135,72.6,72
SOUTPANSBERG GOLF CLUB,Red,121,67.3,72
SOUTPANSBERG GOLF CLUB,White,133,71.8,72
SOWETO COUNTRY CLUB,Blue,115,67.5,72
SOWETO COUNTRY CLUB,Red,115,64.8,72
SOWETO COUNTRY CLUB,White,123,71.7,72
SOWETO COUNTRY CLUB,Yellow,128,74.9,72
SPRINGBOK GOLF CLUB,Blue,114,66.5,72
SPRINGBOK GOLF CLUB,White,126,71,72
SPRINGS COUNTRY CLUB,Blue,119,70.3,72
SPRINGS COUNTRY CLUB,Red,111,66,72
SPRINGS COUNTRY CLUB,White,125,71.5,72
SPRINGS COUNTRY CLUB,Yellow,126,72.1,72
ST CATHRYNS GOLF CLUB,Blue,115,66.9,72
ST CATHRYNS GOLF CLUB,Red,112,65.6,72
ST CATHRYNS GOLF CLUB,White,131,70.2,72
ST FRANCIS BAY GOLF CLUB,Blue,121,69.2,71
ST FRANCIS BAY GOLF CLUB,Red,110,67.5,71
ST FRANCIS BAY GOLF CLUB,White,123,71.3,71
ST FRANCIS LINKS GOLF COURSE,Blue,126,70.1,72
ST FRANCIS LINKS GOLF COURSE,Red,111,67.2,72
ST FRANCIS LINKS GOLF COURSE,White,141,73,72
ST FRANCIS LINKS GOLF COURSE,Yellow,148,76.4,72
STANDERTON GOLF CLUB,Red,118,66.5,72
STANDERTON GOLF CLUB,White,130,71.8,72
STATE MINES COUNTRY CLUB,Blue,123,71.2,72
STATE MINES COUNTRY CLUB,Red,115,66.5,72
STATE MINES COUNTRY CLUB,White,128,72.4,72
STATE MINES COUNTRY CLUB,Yellow,131,73.9,72
STEENBERG GOLF CLUB,Blue,122,69.1,72
STEENBERG GOLF CLUB,Red,114,67.4,72
STEENBERG GOLF CLUB,White,125,71,72
STEENBERG GOLF CLUB,Yellow,127,72.8,72
STELLENBOSCH GOLF CLUB,Blue,116,68.8,72
STELLENBOSCH GOLF CLUB,Red,112,66.5,72
STELLENBOSCH GOLF CLUB,White,124,71.8,72
STELLENBOSCH GOLF CLUB,Yellow,129,73.4,72
Steyn City GC,Black,153,76.3,72
Steyn City GC,Blue,138,70.5,72
Steyn City GC,Red,128,66.8,72
Steyn City GC,White,149,73.7,72
STILBAAI GOLF CLUB,Red,110,66.7,72
STILBAAI GOLF CLUB,White,122,70.2,72
STRAND GOLF CLUB,Red,110,67.2,72
STRAND GOLF CLUB,White,120,70,72
STRAND GOLF CLUB,Yellow,123,72,72
STUTTERHEIM COUNTRY CLUB,Back,123,70,72
STUTTERHEIM COUNTRY CLUB,Front,115,67,72
Sun Valley,Red,100,55.8,58
Sun Valley,Yellow,107,58,58
SWARTKLIP GOLF CLUB,Back,126,73.6,72
SWARTKLIP GOLF CLUB,Red,113,66.5,72
SWELLENDAM GOLF CLUB,White,112,65.9,72
SWELLENDAM GOLF CLUB,Yellow,124,71,72
TEMPE GOLF CLUB,Blue,123,68.3,70
TEMPE GOLF CLUB,Red,115,65.7,70
TEMPE GOLF CLUB,White,124,69.3,70
Test Course,Red,135,72.6,72
THABAZIMBI GOLF CLUB,Blue,128,71.7,72
THABAZIMBI GOLF CLUB,Red,116,66.7,72
THE BELMONT GOLF CLUB,Blue,130,68.2,72
THE BELMONT GOLF CLUB,Red,127,66.4,72
THE BELMONT GOLF CLUB,White,138,71,72
THE BRYANSTON COUNTRY CLUB,Blue,128,70,72
THE BRYANSTON COUNTRY CLUB,Red,120,67.7,72
THE BRYANSTON COUNTRY CLUB,White,133,72.6,72
THE BRYANSTON COUNTRY CLUB,Yellow,135,73.8,72
THE ELS CLUB - COPPERLEAF,Black,145,77.5,72
THE ELS CLUB - COPPERLEAF,Blue,123,68.2,72
THE ELS CLUB - COPPERLEAF,Red,105,65.8,72
THE ELS CLUB - COPPERLEAF,White,134,71.3,72
THE ELS CLUB - COPPERLEAF,Yellow,139,73.6,72
THE KILLARNEY COUNTRY CLUB,Blue,120,68.8,70
THE KILLARNEY COUNTRY CLUB,Red,117,66.3,70
THE KILLARNEY COUNTRY CLUB,White,130,71.2,70
THE KILLARNEY COUNTRY CLUB,Yellow,131,72.8,70
THE LAKES AT MOUNT EDGECOMBE CC,Blue,115,68.5,72
THE LAKES AT MOUNT EDGECOMBE CC,Red,110,66.5,72
THE LAKES AT MOUNT EDGECOMBE CC,White,121,70.4,72
THE LAKES AT MOUNT EDGECOMBE CC,Yellow,128,72.6,72
THE LINKS FANCOURT,Black,149,77.8,73
THE LINKS FANCOURT,Blue,132,70,73
THE LINKS FANCOURT,Red,123,67.7,73
THE LINKS FANCOURT,White,137,70.9,73
THE LINKS FANCOURT,Yellow,141,74.1,73
THE RIVER CLUB,Blue,130,68.6,71
THE RIVER CLUB,Red,119,65.6,71
THE RIVER CLUB,White,135,71.2,71
THE RIVER CLUB,Yellow,139,72.9,71
THE WANDERERS GOLF CLUB,Blue,124,68.6,71
THE WANDERERS GOLF CLUB,Red,121,66.5,71
THE WANDERERS GOLF CLUB,White,126,71.1,71
THE WANDERERS GOLF CLUB,Yellow,131,73.1,71
THE WOODS AT MOUNT EDGECOMBE C,Blue,118,67.8,70
THE WOODS AT MOUNT EDGECOMBE C,Red,119,66.4,70
THE WOODS AT MOUNT EDGECOMBE C,White,127,69.8,70
THE WOODS AT MOUNT EDGECOMBE C,Yellow,129,71.1,70
THEEWATERSKLOOF GOLF CLUB,Red,108,66.3,72
THEEWATERSKLOOF GOLF CLUB,White,119,70.6,72
THEUNISSEN GOLF CLUB,Blue,125,73.4,72
THEUNISSEN GOLF CLUB,Red,112,67.3,72
TZANEEN COUNTRY CLUB,Green,120,66.8,72
TZANEEN COUNTRY CLUB,Purple,132,71.7,72
UITENHAGE GOLF CLUB,Blue,117,69.2,72
UITENHAGE GOLF CLUB,Red,115,67.7,72
UITENHAGE GOLF CLUB,White,126,72.3,72
ULCO GOLF CLUB,Back,123,70.8,72
ULCO GOLF CLUB,Front,109,65.6,72
UMDONI PARK GOLF CLUB,Blue,120,66.8,72
UMDONI PARK GOLF CLUB,Red,95,62.7,72
UMDONI PARK GOLF CLUB,White,133,70.3,72
UMFOLOZI COUNTRY CLUB,Back,122,71.3,72
UMFOLOZI COUNTRY CLUB,Front,111,66.5,72
UMHLALI COUNTRY CLUB,Blue,123,69.1,71
UMHLALI COUNTRY CLUB,Red,117,66.4,71
UMHLALI COUNTRY CLUB,White,126,71,71
UMHLALI COUNTRY CLUB,Yellow,129,72.5,71
UMKOMAAS GOLF CLUB,Blue,113,66.8,70
UMKOMAAS GOLF CLUB,Red,112,66.2,70
UMKOMAAS GOLF CLUB,White,124,69,70
UMKOMAAS GOLF CLUB,Yellow,125,69.8,70
UMTATA COUNTRY CLUB,Back,124,69.3,72
UMTATA COUNTRY CLUB,Front,116,65.5,72
UNDERBERG COUNTRY CLUB,Blue,120,67.3,72
UNDERBERG COUNTRY CLUB,Red,115,65.7,72
UNDERBERG COUNTRY CLUB,White,126,70.1,72
UNIONDALE GOLF CLUB,Blue,114,67.5,72
UNIONDALE GOLF CLUB,Red,112,65.3,72
UNIONDALE GOLF CLUB,White,121,69.8,72
UNIVERSITY OF LIMPOPO,Red,108,65.5,72
UNIVERSITY OF LIMPOPO,Yellow,125,70.1,72
UPINGTON GOLF CLUB,Red,108,65.3,72
UPINGTON GOLF CLUB,White,121,70.8,72
Utrecht Golf Club,Back,129,71.6,72
Utrecht Golf Club,Front,116,66.1,72
VAAL DE GRACE GOLF ESTATE,Blue,124,70.4,72
VAAL DE GRACE GOLF ESTATE,Green,110,64.9,72
VAAL DE GRACE GOLF ESTATE,Red,119,68.6,72
VAAL DE GRACE GOLF ESTATE,White,132,72,72
VAAL DE GRACE GOLF ESTATE,Yellow,134,73.8,72
VENTERSDORP GOLF CLUB,Back,131,70,71
VENTERSDORP GOLF CLUB,Front,117,64.7,71
VICTORIA COUNTRY CLUB,Blue,122,67.9,71
VICTORIA COUNTRY CLUB,Green,114,64.8,71
VICTORIA COUNTRY CLUB,Red,118,66.7,71
VICTORIA COUNTRY CLUB,White,130,70.4,71
VICTORIA COUNTRY CLUB,Yellow,132,72.2,71
VICTORIA-WES GOLF CLUB,Back,120,70.6,72
VICTORIA-WES GOLF CLUB,Front,108,66,72
VILJOENSKROON COUNTRY CLUB,Back,122,71.4,72
VILJOENSKROON COUNTRY CLUB,Front,117,69.3,72
VOLKSRUST GOLF CLUB,Red,120,68.1,72
VOLKSRUST GOLF CLUB,White,130,72.8,72
VREDE GOLF CLUB,Back,126,71.1,72
VREDE GOLF CLUB,Front,113,66.6,72
VREDENBURG GOLF CLUB,Championship,132,72.2,72
VREDENBURG GOLF CLUB,Club,128,70.2,72
VREDENBURG GOLF CLUB,Front,119,65.8,72
VREDENDAL GOLF CLUB,Blue,132,70.5,72
VREDENDAL GOLF CLUB,Red,123,65.8,72
VRYBURG GOLF CLUB,Blue,120,67.8,72
VRYBURG GOLF CLUB,Yellow,130,71.7,72
VRYHEID GOLF CLUB,Blue,133,71.2,72
VRYHEID GOLF CLUB,Red,120,67.5,72
VRYHEID GOLF CLUB,White,138,73.6,72
VULINTABA COUNTRY ESTATE,Blue,123,68.5,72
VULINTABA COUNTRY ESTATE,Red,118,66.6,72
VULINTABA COUNTRY ESTATE,White,130,71.2,72
VULINTABA COUNTRY ESTATE,Yellow,134,74.2,72
WALKER PARK GOLF CLUB,Red,116,67.3,72
WALKER PARK GOLF CLUB,White,126,71.5,72
WALKER PARK GOLF CLUB,Yellow,126,73.5,72
WALMER COUNTRY CLUB,Blue,121,69.2,72
WALMER COUNTRY CLUB,White,127,71.4,72
WALMER GOLF CLUB,Red,113,68.3,72
WALMER GOLF CLUB,Yellow,121,71.2,72
WATERKLOOF GOLF CLUB,Blue,128,71,72
WATERKLOOF GOLF CLUB,Red,121,66.7,72
WATERKLOOF GOLF CLUB,White,132,72.8,72
WATERKLOOF GOLF CLUB,Yellow,131,74.5,72
WATERPAN GOLF CLUB,Blue,115,66.8,73
WATERPAN GOLF CLUB,Yellow,128,73.1,73
Wedgewood Golf Club,Blue,128,69,72
Wedgewood Golf Club,Red,106,64.7,72
Wedgewood Golf Club,Yellow,130,71.7,72
WELLINGTON GOLF CLUB,Red,111,65.9,72
WELLINGTON GOLF CLUB,White,117,70.3,72
WESSELSBRON GOLF CLUB,Red,118,68.6,72
WESSELSBRON GOLF CLUB,White,126,72.6,72
WEST BANK GOLF CLUB,Red,114,66.7,72
WEST BANK GOLF CLUB,White,123,69.6,72
WESTLAKE GOLF CLUB,Red,114,66.9,72
WESTLAKE GOLF CLUB,White,120,69.5,72
WESTLAKE GOLF CLUB,Yellow,123,71.2,72
WESTMINSTER GOLF CLUB,Back,111,68.7,70
WESTMINSTER GOLF CLUB,Front,105,65.9,70
WHITE RIVER COUNTRY CLUB,Blue,122,68.9,71
WHITE RIVER COUNTRY CLUB,Red,114,65.6,71
WHITE RIVER COUNTRY CLUB,White,130,71,71
WHITES GOLF CLUB,Back,124,70.9,72
WHITES GOLF CLUB,Front,113,66.8,72
WILD COAST SUN,Blue,116,66.3,70
WILD COAST SUN,Red,113,64.5,70
WILD COAST SUN,White,125,68.5,70
WILD COAST SUN,Yellow,133,71,70
WILLISTON GOLF CLUB,Back,114,68.7,72
WILLISTON GOLF CLUB,Front,104,64,72
WILLOWMORE GOLF CLUB,White,109,65.2,72
WILLOWMORE GOLF CLUB,Yellow,113,69.9,72
WINDSOR PARK GOLF CLUB,Red,121,68,72
WINDSOR PARK GOLF CLUB,White,127,70.5,72
WINDSOR PARK GOLF CLUB,Yellow,130,71.9,72
Windsor Park Golf Course,Red,121,68,72
Windsor Park Golf Course,White,127,70.5,72
Windsor Park Golf Course,Yellow,130,71.9,72
WINELANDS COURSE (10-27),Blue Winelands,122,69.4,72
WINELANDS COURSE (10-27),Red Winelands,113,66.4,72
WINELANDS COURSE (10-27),White Winelands,126,71.7,72
WINELANDS COURSE (10-27),Yellow Wineland s,127,72.2,72
WINGATE PARK COUNTRY CLUB,Blue,133,69.7,72
WINGATE PARK COUNTRY CLUB,Green,132,72.8,72
WINGATE PARK COUNTRY CLUB,Red,130,68.2,72
WINGATE PARK COUNTRY CLUB,Yellow,137,74.7,72
WITBANK GOLF CLUB,Red,119,67.8,72
WITBANK GOLF CLUB,White,126,70.9,72
WOLMARANSSTAD GOLF CLUB,Back,113,69.5,72
WOLMARANSSTAD GOLF CLUB,Front,104,65.1,72
WOODHILL COUNTRY CLUB,Blue,133,71.1,72
WOODHILL COUNTRY CLUB,Red,118,68,72
WOODHILL COUNTRY CLUB,White,136,72.4,72
WOODHILL COUNTRY CLUB,Yellow,135,74.6,72
WORCESTER GOLF CLUB,Red,111,66.8,72
WORCESTER GOLF CLUB,White,120,70,72
WORCESTER GOLF CLUB,Yellow,126,72.5,72
XAMARIN COUNTRY CLUB,Back,124,68,68
XAMARIN COUNTRY CLUB,Front,113,63,68
ZASTRON GOLF CLUB,Red,117,64.6,72
ZASTRON GOLF CLUB,White,130,70.8,72
ZEBULA COUNTRY CLUB,Blue,128,70.4,72
ZEBULA COUNTRY CLUB,Red,119,66.8,72
ZEBULA COUNTRY CLUB,White,131,72.8,72
ZEBULA COUNTRY CLUB,Yellow,134,74.9,72
ZEERUST COUNTRY CLUB,Back,120,67.5,70
ZEERUST COUNTRY CLUB,Front,109,63.5,70
ZIMBALI COUNTRY CLUB,Blue,129,69.4,72
ZIMBALI COUNTRY CLUB,Red,117,67.5,72
ZIMBALI COUNTRY CLUB,White,129,72.2,72
ZIMBALI COUNTRY CLUB,Yellow,130,75,72
Zwartenbosch,Red,122,67.7,72
Zwartenbosch,White,132,72.3,72
ZWARTKOP COUNTRY CLUB,Blue,124,68.1,71
ZWARTKOP COUNTRY CLUB,Red,117,66,71
ZWARTKOP COUNTRY CLUB,White,134,70.9,71
ZWARTKOP COUNTRY CLUB,Yellow,137,72.6,71
